gene_id	N45G1	N45G2	N45G3	N45G4	N45G5	S45G1	S45G2	S45G3	S45G4	S45G5
UdeG00000000496	7228	3228	6361	5237	12229	5048	4839	9920	3617	4642
UdeG00000000497	25804	25730	33470	20123	27886	30824	23983	49825	24975	26074
UdeG00000000498	0	0	0	0	0	0	0	0	0	0
UdeG00000000499	240	212	421	536	1183	407	235	418	197	343
UdeG00000000500	141	274	140	230	791	250	189	236	141	267
UdeG00000000501	147	355	151	217	814	287	323	302	191	287
UdeG00000000502	244	373	276	151	375	213	120	311	106	98
UdeG00000000503	0	0	0	0	0	9	0	0	11	0
UdeG00000000504	8	3	0	0	3	0	0	0	0	0
UdeG00000000505	450	194	247	512	921	153	231	128	125	153
UdeG00000000506	5011	1964	6118	6208	9072	3538	7516	2167	6368	3902
UdeG00000000507	128	33	179	156	214	76	170	71	127	119
UdeG00000000508	0	0	0	0	0	4	0	0	0	0
UdeG00000000509	0	0	0	0	0	0	0	0	0	0
UdeG00000000510	0	0	0	3	0	0	1	0	0	0
UdeG00000000511	0	0	0	0	0	0	0	0	0	0
UdeG00000000512	0	0	0	0	0	0	0	0	0	0
UdeG00000000513	13	0	0	0	0	0	0	0	10	0
UdeG00000000514	0	10	0	0	0	0	0	0	0	0
UdeG00000000515	0	0	0	0	0	0	0	0	0	0
UdeG00000000516	0	0	0	0	0	0	0	0	0	0
UdeG00000000517	0	17	0	0	0	0	0	0	0	0
UdeG00000000518	162	162	225	219	164	122	211	157	180	100
UdeG00000000519	600	676	750	1196	1359	480	532	580	475	412
UdeG00000000520	284	219	368	639	923	275	304	339	220	289
UdeG00000000521	0	0	2	12	0	0	0	0	0	0
UdeG00000000522	1	1	0	17	15	1	1	1	12	1
UdeG00000000523	1625	1942	2489	2228	2798	1746	1825	2198	1875	2022
UdeG00000000524	550	270	544	1329	1105	564	731	907	420	401
UdeG00000000525	79	89	232	255	197	123	202	239	84	65
UdeG00000000526	171	296	375	427	535	243	538	346	222	214
UdeG00000000527	957	1616	1481	992	1693	1055	579	1374	806	614
UdeG00000000530	31	9	23	75	17	4	0	0	0	0
UdeG00000000531	4	0	5	3	2	13	4	6	8	3
UdeG00000000532	0	5	2	0	0	4	11	65	22	45
UdeG00000000533	0	12	8	9	3	21	29	52	45	33
UdeG00000000534	0	0	0	0	0	0	0	0	0	0
UdeG00000000535	0	7	23	10	5	5	8	12	18	13
UdeG00000000536	0	0	7	10	0	3	17	0	14	22
UdeG00000000537	27	16	12	3	13	5	8	14	18	6
UdeG00000000538	0	0	2	0	2	2	3	1	2	0
UdeG00000000539	0	0	0	0	0	0	0	0	0	0
UdeG00000000540	0	0	0	0	0	0	0	0	0	0
UdeG00000000541	6	0	0	0	0	0	0	0	0	0
UdeG00000000542	22	0	23	47	79	29	36	0	21	27
UdeG00000000543	1069	1971	2967	2263	2885	3428	4375	3891	3653	3770
UdeG00000000544	221	390	707	305	408	727	1171	723	909	724
UdeG00000000545	0	0	0	2	0	0	0	0	0	0
UdeG00000000546	28	65	51	77	55	56	40	19	37	73
UdeG00000000547	1665	1653	2624	2005	3000	2128	1899	1418	1740	1592
UdeG00000000548	0	0	0	0	0	0	0	0	0	0
UdeG00000000549	0	0	9	0	0	9	0	8	3	0
UdeG00000000550	202	209	101	248	659	174	164	262	136	135
UdeG00000000551	583	321	319	611	602	364	405	529	366	487
UdeG00000000552	248	330	241	514	445	298	357	367	365	355
UdeG00000000553	364	360	346	399	674	126	508	259	407	162
UdeG00000000555	4	38	8	47	12	11	0	0	14	10
UdeG00000000557	0	0	0	0	0	0	0	0	12	0
UdeG00000000558	324	177	280	659	578	312	318	410	348	441
UdeG00000000559	3925	2129	3499	4850	6799	3698	5053	3444	2514	3256
UdeG00000000560	385	735	590	278	358	458	517	641	688	406
UdeG00000000561	0	0	0	0	0	0	0	0	0	0
UdeG00000000562	120	272	150	110	218	97	255	176	75	78
UdeG00000000563	162	134	189	115	467	101	239	207	120	106
UdeG00000000564	193	108	113	213	743	113	213	247	139	169
UdeG00000000565	30	0	45	25	131	24	14	12	0	26
UdeG00000000566	1069	1034	1529	1540	1907	1070	1539	1477	1526	1216
UdeG00000000567	109	54	116	70	85	82	200	91	196	70
UdeG00000000568	109	200	265	219	159	269	562	246	247	254
UdeG00000000569	92	0	55	42	51	32	42	27	31	51
UdeG00000000570	108	93	96	93	172	57	94	192	75	85
UdeG00000000571	4913	4169	5399	6542	6996	5373	5337	4760	3402	2865
UdeG00000000572	0	0	0	0	0	0	0	0	0	0
UdeG00000000573	78	0	49	125	228	35	89	55	50	50
UdeG00000000574	0	0	23	0	0	7	0	7	0	0
UdeG00000000575	0	0	0	0	0	3	0	0	1	0
UdeG00000000576	0	6	0	0	14	0	0	0	0	0
UdeG00000000577	0	0	0	0	0	3	0	0	2	0
UdeG00000000579	28917	27853	43003	39473	36354	20499	47608	31743	33907	21992
UdeG00000000580	619	542	869	1115	725	527	905	876	801	512
UdeG00000000581	40	20	20	44	77	66	42	106	74	0
UdeG00000000582	36	39	53	38	80	9	60	50	58	42
UdeG00000000583	216	160	277	259	465	86	227	144	172	145
UdeG00000000585	371	27	334	849	2684	499	1228	777	285	261
UdeG00000000586	0	0	0	0	0	0	0	0	0	0
UdeG00000000587	0	0	0	0	0	0	0	0	0	0
UdeG00000000588	0	0	0	0	0	0	0	0	0	0
UdeG00000000589	6830	9221	11240	10937	11582	7130	8894	10835	7272	5060
UdeG00000000591	1282	1079	1934	1758	1664	1539	1377	1542	1088	1372
UdeG00000000592	125	166	286	373	284	112	189	175	155	134
UdeG00000000593	49	21	65	43	121	30	87	30	37	12
UdeG00000000595	9	0	12	6	11	5	16	22	0	0
UdeG00000000596	0	0	0	0	0	0	0	0	0	0
UdeG00000000597	0	0	0	0	18	12	13	0	22	30
UdeG00000000598	0	0	0	0	8	1	0	0	8	1
UdeG00000000600	4	0	0	0	0	6	5	0	0	16
UdeG00000000601	4184	3968	4968	5172	4504	3642	4893	3659	3505	3274
UdeG00000000603	1356	984	1383	2029	1475	890	3048	616	1180	933
UdeG00000000604	580	478	457	139	444	600	147	410	92	198
UdeG00000000605	274	637	630	337	665	301	336	422	328	146
UdeG00000000606	0	0	0	14	0	5	0	0	0	0
UdeG00000000607	192	319	276	358	406	266	237	188	205	241
UdeG00000000608	257	375	421	361	393	328	439	464	464	710
UdeG00000000609	79	91	49	94	63	24	49	46	59	53
UdeG00000000610	0	0	0	0	0	0	1	0	0	0
UdeG00000000611	617	949	795	963	1087	711	672	797	1230	672
UdeG00000000612	2495	2074	3420	2873	2977	2237	2348	2008	2353	2130
UdeG00000000613	286	205	564	426	675	472	633	416	326	398
UdeG00000000614	2	0	0	0	0	5	10	7	6	16
UdeG00000000616	191	288	248	299	405	142	340	311	224	129
UdeG00000000618	543	1286	1365	2538	1605	2851	3176	3830	2492	2473
UdeG00000000620	1772	2145	1825	3194	2053	3428	3515	5064	3592	2969
UdeG00000000622	354	257	616	360	618	308	289	430	313	127
UdeG00000000623	158	254	140	258	537	109	115	159	167	115
UdeG00000000624	0	0	0	0	0	0	0	0	8	0
UdeG00000000626	0	25	0	8	20	6	0	0	5	13
UdeG00000000627	26	8	6	31	8	18	25	23	32	15
UdeG00000000628	34	23	39	32	17	10	34	50	28	29
UdeG00000000629	2047	2062	1665	1834	3007	1282	4759	2428	2046	5185
UdeG00000000631	11289	8198	9223	13401	18229	7482	14717	8961	8606	8673
UdeG00000000632	846	799	1016	1303	1068	2498	1563	1656	1242	1788
UdeG00000000633	5627	5075	5388	6636	7628	3891	8053	5295	5193	5633
UdeG00000000634	30958	39923	34675	37269	36318	30399	44788	36127	33813	41024
UdeG00000000635	781	730	1154	1016	1602	873	1068	1039	1032	577
UdeG00000000636	13	19	25	95	71	66	21	2	3	11
UdeG00000000637	870	1556	1606	2366	1410	727	1147	908	1360	1493
UdeG00000000638	666	591	860	741	865	146	297	155	32	242
UdeG00000000639	0	0	0	0	0	0	0	0	0	0
UdeG00000000640	10	0	39	35	4	0	0	7	0	0
UdeG00000000641	0	0	0	0	0	0	0	0	0	0
UdeG00000000642	0	0	0	0	0	0	0	0	0	0
UdeG00000000643	643	913	913	766	1110	659	923	1219	934	726
UdeG00000000644	359	147	625	319	382	170	145	241	164	162
UdeG00000000645	1282	1264	1742	1260	1347	226	151	324	155	284
UdeG00000000647	1415	1290	1792	1432	1853	124	116	156	134	246
UdeG00000000648	9	16	8	56	12	10	10	5	22	21
UdeG00000000649	0	0	0	0	0	0	18	0	3	0
UdeG00000000650	0	0	0	23	15	4	0	13	28	5
UdeG00000000651	35792	30785	44517	45268	46336	46336	71423	30832	48613	22350
UdeG00000000652	5	0	0	11	0	0	0	0	0	8
UdeG00000000653	36	80	41	37	34	11	207	47	36	104
UdeG00000000654	0	0	12	0	34	0	0	19	0	25
UdeG00000000655	1014	341	588	909	2341	581	781	527	618	701
UdeG00000000656	150	273	118	33	144	9	113	185	88	30
UdeG00000000657	54	77	108	80	85	9	16	0	0	3
UdeG00000000659	36	49	36	30	182	13	37	25	30	18
UdeG00000000660	0	0	0	0	0	0	0	0	0	0
UdeG00000000661	6	3	4	5	11	0	2	1	0	1
UdeG00000000662	0	0	0	0	0	0	0	0	0	0
UdeG00000000663	0	0	0	4	0	0	0	0	0	0
UdeG00000000664	414	653	1204	635	1184	755	656	1015	521	663
UdeG00000000665	1410	2010	2798	1925	3166	2277	1447	2727	1765	1409
UdeG00000000667	231	202	270	310	423	150	297	222	223	172
UdeG00000000669	0	0	2	28	27	0	0	0	3	10
UdeG00000000670	94	10	8	0	0	20	0	0	0	3
UdeG00000000671	0	0	0	0	4	0	0	0	0	0
UdeG00000000672	0	0	0	0	0	0	0	0	0	0
UdeG00000000673	0	6	2	0	0	0	0	0	0	0
UdeG00000000674	0	8	0	11	0	0	0	0	0	0
UdeG00000000675	0	0	0	3	0	0	0	0	0	0
UdeG00000000676	8	10	20	14	0	8	5	0	0	3
UdeG00000000677	13	9	0	0	7	0	0	0	0	0
UdeG00000000678	34	3	0	8	0	8	2	0	0	2
UdeG00000000679	0	0	0	0	0	0	0	0	0	0
UdeG00000000680	0	10	0	14	0	0	0	0	0	3
UdeG00000000681	5	0	22	45	45	0	0	0	0	0
UdeG00000000682	0	0	0	0	0	0	0	0	0	0
UdeG00000000683	0	11	8	7	0	38	12	3	23	6
UdeG00000000684	0	0	0	0	0	0	0	0	0	0
UdeG00000000685	0	0	0	0	0	0	0	0	0	0
UdeG00000000687	124	79	111	157	206	24	234	51	128	135
UdeG00000000688	1355	1251	1429	2593	2552	926	5326	1657	3331	3164
UdeG00000000689	529	908	977	630	500	239	121	295	115	284
UdeG00000000690	0	6	103	26	156	9	11	9	11	14
UdeG00000000691	297	612	416	697	613	208	258	184	123	297
UdeG00000000692	4	1	4	2	1	1	0	0	1	1
UdeG00000000693	91	81	84	243	280	108	309	192	256	314
UdeG00000000695	0	0	0	0	0	0	0	0	0	0
UdeG00000000696	12	0	0	4	0	6	10	0	0	5
UdeG00000000697	326	421	590	639	506	403	451	759	407	243
UdeG00000000698	795	812	904	984	1038	452	689	950	539	739
UdeG00000000699	200	131	179	135	114	243	390	429	311	344
UdeG00000000700	227	129	175	134	113	301	426	504	367	390
UdeG00000000701	385	125	192	132	142	917	883	1482	1091	973
UdeG00000000702	9	21	14	8	34	0	4	0	0	0
UdeG00000000703	1101	2256	1900	598	2184	837	632	589	407	129
UdeG00000000704	772	378	1643	988	984	694	758	1446	1416	1253
UdeG00000000706	193	232	382	402	324	162	348	297	308	312
UdeG00000000707	481	634	391	668	852	797	658	419	424	422
UdeG00000000708	5875	6202	8501	9410	11049	5938	7995	8545	5358	6030
UdeG00000000709	4891	7360	7681	10395	9609	7208	9555	6370	6594	5953
UdeG00000000710	379	179	474	471	497	101	175	288	154	126
UdeG00000000711	101	65	74	139	400	56	100	58	55	78
UdeG00000000712	0	0	0	0	0	0	0	0	0	0
UdeG00000000713	620	465	763	636	659	642	791	757	623	477
UdeG00000000714	853	956	959	444	734	1022	485	824	368	529
UdeG00000000715	394	423	1025	766	919	184	274	627	261	206
UdeG00000000716	838	456	728	921	1468	105	497	893	380	265
UdeG00000000717	0	0	15	0	0	8	10	0	19	11
UdeG00000000718	44	43	76	84	108	15	51	101	41	60
UdeG00000000719	21	15	29	21	98	0	16	85	18	25
UdeG00000000720	1346	560	556	1804	699	1090	1134	1186	1074	1467
UdeG00000000721	166	366	306	268	311	155	241	146	113	81
UdeG00000000722	28	8	61	32	11	3	3	0	3	15
UdeG00000000723	6076	6341	8931	12349	9108	7813	10195	8282	6894	6929
UdeG00000000724	78	66	70	61	68	530	962	205	678	623
UdeG00000000725	205560	204015	265954	215945	280143	198106	354572	229756	229747	147528
UdeG00000000726	1046	1094	1726	1421	2308	1103	1504	1371	1704	1250
UdeG00000000727	370	478	567	600	577	405	633	618	570	469
UdeG00000000728	172	151	310	227	200	143	313	429	215	215
UdeG00000000730	221	224	272	450	390	190	353	402	191	230
UdeG00000000731	4795	3169	6025	6629	8801	4019	4288	5560	4007	3276
UdeG00000000733	16	29	33	49	33	7	10	8	0	0
UdeG00000000734	55	87	139	137	43	29	36	11	7	40
UdeG00000000735	212	120	154	198	52	36	60	59	41	74
UdeG00000000736	60	15	135	52	49	58	90	101	46	0
UdeG00000000737	57	30	120	156	161	30	29	134	19	29
UdeG00000000738	1497	2189	2015	2480	1993	1298	2164	2430	1477	2450
UdeG00000000739	263	400	592	278	433	191	549	581	294	238
UdeG00000000740	2181	2040	3713	2598	4130	2155	2477	3004	2082	2056
UdeG00000000741	20	23	66	10	29	27	29	26	62	77
UdeG00000000742	93	65	14	38	38	47	8	67	55	19
UdeG00000000743	66	62	12	2	95	43	0	109	22	0
UdeG00000000744	2423	1912	4879	2387	4414	3920	4883	3329	3657	2126
UdeG00000000745	2073	1762	2954	2339	3291	4053	2680	3402	1903	1386
UdeG00000000746	2013	2235	3015	2579	2411	1889	1271	2337	1574	1698
UdeG00000000747	551	496	667	265	428	413	351	423	265	405
UdeG00000000748	997	1581	1535	1016	1335	740	707	1335	643	725
UdeG00000000749	399	758	587	181	140	182	457	527	667	417
UdeG00000000750	150	214	84	432	23	34	54	49	0	20
UdeG00000000752	1043	1708	2107	1423	1738	1635	2081	2401	2085	1983
UdeG00000000753	1698	1875	2912	1211	1614	2205	2779	3805	2321	2019
UdeG00000000755	23215	19596	30925	23066	28772	18416	23184	19007	17529	12565
UdeG00000000756	0	30	9	3	7	18	6	19	21	17
UdeG00000000757	3597	3317	3843	3634	5480	2854	4346	3169	2800	2792
UdeG00000000758	0	0	0	0	0	0	0	20	0	0
UdeG00000000759	0	4	0	0	0	0	15	7	0	2
UdeG00000000761	465	358	805	110	193	0	235	4	9	0
UdeG00000000762	133	32	39	37	76	13	56	65	1	11
UdeG00000000763	251	390	398	326	665	877	866	521	153	447
UdeG00000000764	1803	1541	1548	1085	2467	1193	1652	1651	1242	1584
UdeG00000000765	0	0	33	19	10	14	13	0	17	16
UdeG00000000766	0	0	0	16	0	0	18	0	0	0
UdeG00000000767	763	987	1085	1320	907	611	852	715	605	617
UdeG00000000768	86	172	100	244	158	95	100	128	126	277
UdeG00000000769	197	178	313	376	401	249	362	270	320	279
UdeG00000000770	80	78	136	140	141	19	126	97	61	71
UdeG00000000772	211	61	265	283	331	177	252	186	214	173
UdeG00000000773	9	0	62	16	23	0	7	0	13	4
UdeG00000000774	125	280	456	164	271	67	39	42	51	48
UdeG00000000775	1838	2318	4158	2497	2784	1602	2557	2219	2074	2084
UdeG00000000776	91	113	299	215	408	199	128	101	57	143
UdeG00000000777	0	0	0	0	0	0	0	0	0	0
UdeG00000000778	918	823	1416	1942	1681	2064	2394	1601	1593	1552
UdeG00000000779	0	0	0	0	0	0	5	0	0	3
UdeG00000000780	0	0	0	0	0	0	8	1	4	0
UdeG00000000781	0	0	0	0	0	0	3	0	0	0
UdeG00000000782	27	135	61	97	201	36	49	28	45	39
UdeG00000000783	13	0	0	0	0	0	0	0	0	17
UdeG00000000784	181	280	474	467	355	218	203	181	106	221
UdeG00000000785	1216	1216	1654	1508	1395	1618	1809	1701	1522	1331
UdeG00000000786	10499	12622	14227	14341	18581	8230	8966	10633	7025	6910
UdeG00000000789	296	660	962	509	564	393	340	661	541	244
UdeG00000000792	0	0	0	0	0	0	0	0	0	0
UdeG00000000793	0	0	0	3	1	0	0	1	0	1
UdeG00000000794	0	0	0	0	0	0	0	0	0	0
UdeG00000000795	12	0	0	0	0	0	7	33	7	0
UdeG00000000796	15	27	4	4	0	60	28	29	33	0
UdeG00000000797	0	0	0	0	0	0	0	0	0	0
UdeG00000000798	848	974	1365	1159	1083	837	1157	1349	921	1010
UdeG00000000799	549	790	934	563	1005	682	1085	1372	867	709
UdeG00000000800	372	264	318	487	361	350	399	392	424	203
UdeG00000000801	1426	1507	2106	2905	2413	1559	2026	2050	1448	1391
UdeG00000000802	0	0	0	0	0	0	0	0	0	0
UdeG00000000803	12036	14415	20405	11470	17688	11775	17994	21257	10576	10646
UdeG00000000805	1131	1526	2243	2077	1964	1239	1522	2093	1101	1120
UdeG00000000806	73	63	110	42	159	44	10	42	21	14
UdeG00000000807	6191	8349	6721	7070	9574	4720	5169	8827	5557	6189
UdeG00000000808	0	17	0	0	0	0	0	0	0	0
UdeG00000000809	0	0	0	29	0	0	8	0	0	4
UdeG00000000810	9455	7491	13376	17303	12905	4235	9301	6655	9838	8472
UdeG00000000812	962	369	915	1617	2158	531	890	763	652	621
UdeG00000000814	3078	3743	5135	6630	5211	1566	2892	1999	2847	1994
UdeG00000000815	32	29	41	35	51	0	18	13	9	0
UdeG00000000816	114	177	268	192	308	77	100	205	158	160
UdeG00000000817	1256	1476	2334	2096	2045	1363	2407	1597	1975	1873
UdeG00000000818	1	0	0	3	7	1	1	0	1	1
UdeG00000000819	415	352	535	460	481	255	479	271	300	160
UdeG00000000821	8	0	0	0	0	0	0	15	4	0
UdeG00000000822	228	260	333	201	306	263	138	309	303	175
UdeG00000000823	12	23	0	11	24	0	0	13	7	24
UdeG00000000824	0	1	0	0	0	0	0	9	0	0
UdeG00000000825	0	0	0	0	0	0	0	0	0	0
UdeG00000000826	0	0	0	9	0	0	16	4	9	0
UdeG00000000827	0	0	0	0	0	5	0	8	0	0
UdeG00000000828	0	0	0	0	0	10	5	3	2	0
UdeG00000000829	0	0	0	0	0	0	0	0	0	0
UdeG00000000830	0	0	0	0	0	0	0	0	0	0
UdeG00000000831	0	0	0	0	0	0	0	0	0	0
UdeG00000000832	0	0	0	0	0	0	0	0	0	0
UdeG00000000833	0	0	0	0	0	0	0	0	0	0
UdeG00000000834	1183	961	1699	2052	2226	1262	1731	1070	1009	1286
UdeG00000000836	103	71	120	294	177	49	183	56	135	110
UdeG00000000837	158	99	242	250	243	123	184	284	150	92
UdeG00000000838	417	547	568	635	808	277	731	568	742	544
UdeG00000000839	232	200	251	348	234	92	304	233	192	112
UdeG00000000841	394	424	619	362	766	205	520	545	418	215
UdeG00000000842	0	12	0	0	0	0	0	0	0	0
UdeG00000000843	416	60	225	110	113	164	66	54	126	46
UdeG00000000844	676	760	890	675	290	394	204	454	348	229
UdeG00000000845	3236	3193	5045	4384	4554	3523	3817	4115	2861	2215
UdeG00000000846	2530	2007	3552	3787	3243	2175	3250	3613	2643	1837
UdeG00000000847	389	380	450	273	245	254	350	326	322	278
UdeG00000000848	60	45	77	27	18	74	74	69	30	24
UdeG00000000849	91	102	152	66	65	129	97	94	113	126
UdeG00000000851	409	325	674	368	155	519	454	376	261	181
UdeG00000000852	160670	144202	225219	204645	209971	183037	298786	170162	203002	118148
UdeG00000000853	1566	1108	1577	1656	1942	1465	1670	1646	1251	1720
UdeG00000000855	1172	1410	1858	2177	1920	1514	1273	1777	1209	1007
UdeG00000000856	660	914	1194	745	766	758	802	1176	647	791
UdeG00000000857	10	21	57	0	0	0	5	3	0	17
UdeG00000000858	6538	6924	9343	6361	9213	4670	9024	8430	6458	2824
UdeG00000000859	697	684	844	861	869	492	581	550	367	267
UdeG00000000860	9	0	7	85	29	41	62	22	24	20
UdeG00000000861	792	517	974	4873	1697	1283	3926	968	1656	1327
UdeG00000000862	0	0	8	0	0	0	0	19	5	0
UdeG00000000863	24	61	31	17	30	15	41	125	62	14
UdeG00000000864	332	328	277	345	310	255	321	326	300	195
UdeG00000000865	984	1098	1582	1253	1395	537	1338	1191	730	853
UdeG00000000866	0	0	0	0	0	0	0	0	0	0
UdeG00000000867	0	0	0	0	0	0	0	0	0	0
UdeG00000000868	0	0	6	0	0	10	0	0	15	0
UdeG00000000869	0	0	0	0	0	0	0	0	0	0
UdeG00000000870	16	0	0	0	0	0	0	0	0	0
UdeG00000000871	0	8	2	0	0	0	0	0	0	0
UdeG00000000873	2351	3153	3971	3409	3571	3130	3792	3654	3041	3365
UdeG00000000875	84	33	245	192	271	108	124	36	103	74
UdeG00000000876	292	290	422	554	526	379	416	500	386	346
UdeG00000000877	0	0	0	0	0	0	0	0	0	0
UdeG00000000878	0	0	0	0	0	0	0	0	0	0
UdeG00000000879	0	0	7	30	0	0	0	0	0	0
UdeG00000000880	124	173	107	191	194	155	84	67	143	73
UdeG00000000881	15	52	82	156	137	105	49	88	101	46
UdeG00000000883	1854	2787	3752	2339	4446	2176	2927	2974	2901	2216
UdeG00000000884	343	179	309	606	855	234	384	330	256	448
UdeG00000000885	0	0	0	0	0	0	0	0	0	0
UdeG00000000886	0	0	0	0	0	0	0	0	0	0
UdeG00000000887	0	0	0	0	0	0	0	0	0	0
UdeG00000000888	132	19	60	382	373	77	108	66	101	118
UdeG00000000889	11	0	25	38	6	0	0	0	14	8
UdeG00000000890	171	205	300	409	491	121	249	180	120	220
UdeG00000000891	4145	5037	6092	5633	5628	4152	5784	4697	4591	3733
UdeG00000000892	591	73	239	501	1476	295	357	293	144	275
UdeG00000000893	51	0	82	36	148	14	28	33	7	12
UdeG00000000894	13	0	19	8	15	0	28	0	6	0
UdeG00000000895	515	383	638	534	698	323	548	494	421	188
UdeG00000000896	87	294	134	96	84	40	139	21	95	80
UdeG00000000898	94	60	144	69	58	38	57	120	158	53
UdeG00000000899	53	119	77	37	105	66	62	145	164	152
UdeG00000000900	0	0	0	0	0	0	0	0	0	0
UdeG00000000901	1239	782	1271	1552	1588	795	1355	999	948	675
UdeG00000000902	1390	769	1698	1571	1906	1022	1248	1104	1078	963
UdeG00000000904	3418	4774	4812	4121	4995	5439	6234	5640	4873	5365
UdeG00000000905	466	526	779	578	1339	563	449	830	457	343
UdeG00000000906	1375	1311	1355	1463	2709	1299	1610	1677	1226	1103
UdeG00000000907	9	25	0	42	37	0	0	0	0	0
UdeG00000000908	65	34	66	80	126	75	79	70	52	81
UdeG00000000909	26	35	22	25	0	0	19	19	14	15
UdeG00000000910	134	375	20	328	463	9	14	0	0	0
UdeG00000000911	3	2	5	9	6	3	5	8	5	4
UdeG00000000912	533	716	496	612	755	618	578	654	534	445
UdeG00000000913	169	167	212	330	355	228	264	243	244	247
UdeG00000000914	478	498	929	635	986	300	547	620	377	322
UdeG00000000915	1425	1394	2418	1704	2584	1367	1880	2573	1124	917
UdeG00000000916	3	1	15	3	12	3	3	3	5	9
UdeG00000000917	8	0	52	12	20	108	98	46	122	30
UdeG00000000918	1695	1991	2087	3523	2117	2112	2087	2336	1591	2088
UdeG00000000919	397	453	792	903	652	542	566	747	713	610
UdeG00000000920	4401	3958	5382	5106	5064	4130	6236	4448	5233	3551
UdeG00000000921	301	421	621	423	433	428	549	474	416	451
UdeG00000000922	0	0	0	14	25	3	22	0	0	10
UdeG00000000924	1025	892	1879	1243	1460	1344	1418	1496	1139	1179
UdeG00000000926	335	404	419	405	468	318	499	522	236	499
UdeG00000000928	824	801	877	903	1309	850	827	977	808	576
UdeG00000000929	0	0	9	4	2	0	13	5	0	1
UdeG00000000930	3171	3431	3681	4076	4876	3111	3094	3804	2953	2327
UdeG00000000931	158	207	204	401	372	318	531	512	247	311
UdeG00000000932	874	751	1254	2000	1796	1489	2155	2120	1415	1168
UdeG00000000933	0	0	2	1	1	3	2	1	1	6
UdeG00000000934	369	481	481	428	652	451	409	478	369	413
UdeG00000000936	948	1423	64	906	1300	113	0	74	0	89
UdeG00000000938	0	0	0	3	0	0	0	0	0	0
UdeG00000000939	1282	1580	1982	1616	1454	1534	1928	1733	1392	1375
UdeG00000000940	17943	19656	29456	27307	28723	26823	31719	25559	22709	18176
UdeG00000000942	395	329	434	354	530	396	327	479	265	472
UdeG00000000944	7189	5876	8774	11804	8872	6244	6042	8620	5110	4783
UdeG00000000945	2319	1993	2147	2618	2911	1114	1487	2329	1464	1173
UdeG00000000946	47	22	33	32	60	3	4	2	7	6
UdeG00000000947	0	0	0	0	0	0	0	0	0	0
UdeG00000000948	7375	7478	10840	9658	13062	7355	8962	9410	8384	6769
UdeG00000000949	0	0	0	0	0	0	0	0	0	0
UdeG00000000950	148	168	182	153	124	27	76	65	64	54
UdeG00000000951	492	315	388	330	554	483	471	609	482	365
UdeG00000000952	253	241	445	429	392	610	514	414	322	378
UdeG00000000954	2966	2561	3307	4584	4045	3022	3108	3624	2623	2486
UdeG00000000955	25025	26821	38249	31390	43229	27972	40301	33234	32516	23221
UdeG00000000956	3480	3685	5407	3191	4934	1709	1939	2332	2001	2150
UdeG00000000957	5	0	18	3	9	1	0	1	0	0
UdeG00000000958	3015	2411	3274	3451	5981	2271	3366	3006	2180	2654
UdeG00000000959	1208	624	1970	768	1903	1572	2401	2223	1578	1857
UdeG00000000960	379	400	698	618	470	360	281	421	324	327
UdeG00000000961	519	542	752	677	950	493	638	526	570	633
UdeG00000000962	657	1218	1195	1509	1337	1045	1471	1319	1046	1374
UdeG00000000963	1033	1135	1187	1153	985	902	1485	1640	1393	1240
UdeG00000000964	834	1110	1166	1134	1109	824	1061	829	820	894
UdeG00000000965	914	1356	1402	1198	1423	928	1000	1110	982	886
UdeG00000000966	143	36	95	198	359	125	170	195	130	69
UdeG00000000969	11	0	0	3	16	0	0	0	0	9
UdeG00000000970	8	0	17	3	3	13	13	10	8	2
UdeG00000000971	17	17	31	12	5	9	16	15	11	10
UdeG00000000975	21	30	52	34	34	10	20	14	10	16
UdeG00000000977	2324	2305	3145	3843	2977	2099	2705	2791	2359	2331
UdeG00000000978	882	753	924	1227	996	988	759	901	769	597
UdeG00000000979	539	610	557	528	729	526	664	640	409	627
UdeG00000000980	2332	2068	3460	2477	3124	1785	2907	2755	1963	1808
UdeG00000000981	0	0	79	0	41	0	0	0	0	0
UdeG00000000982	0	0	5	0	6	0	8	8	8	0
UdeG00000000983	3240	3633	3904	3191	4782	3261	3312	4837	3181	2696
UdeG00000000985	24	0	32	15	78	28	32	21	33	29
UdeG00000000986	405	350	422	513	463	518	573	559	392	409
UdeG00000000987	2433	1637	3155	2865	5077	3518	4050	3678	3415	1142
UdeG00000000989	146	63	183	213	154	95	121	119	39	57
UdeG00000000990	132	135	163	219	265	70	119	242	157	211
UdeG00000000991	4403	5481	6845	8096	6282	5216	4946	4955	5013	5190
UdeG00000000992	53	189	123	106	65	76	38	46	84	32
UdeG00000000993	81	123	100	163	212	69	74	87	240	138
UdeG00000000994	470	729	726	909	787	573	640	882	716	632
UdeG00000000995	1580	1646	1924	2007	2002	1096	2085	1877	1867	1234
UdeG00000000997	65	17	37	61	17	23	13	12	8	15
UdeG00000000998	20	25	22	36	27	29	16	18	15	30
UdeG00000000999	0	8	0	0	0	58	17	88	26	80
UdeG00000001000	0	1	1	1	1	5	9	10	3	12
UdeG00000001001	1690	1955	2659	2346	1965	1468	2295	2062	1876	1954
UdeG00000001002	24	23	11	30	5	9	0	0	5	15
UdeG00000001003	3942	4820	7069	5904	6952	6262	7934	6857	6563	5692
UdeG00000001004	481	563	911	984	937	578	611	624	661	458
